WorkoutType;WorkoutDay;Distance in km;PowerAverage;PowerMax;time;HeartRateAverage;HeartRateMax;TSS;HRZone1Minutes;HRZone2Minutes;HRZone3Minutes;HRZone4Minutes;HRZone5Minutes;PWRZone1Minutes;PWRZone2Minutes;PWRZone3Minutes;PWRZone4Minutes;PWRZone5Minutes;PWRZone6Minutes;time_standardized
Run;2023-11-16;4,241120117;;;00:20:10;145;161;40,88;1;2;12;5;0;;;;;;;00:20:00
Bike;2023-11-16;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2023-11-16;47,97423828;;;03:37:45;118;148;150,34;60;157;1;0;0;;;;;;;03:37:00
Day Off;2023-11-17;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2023-11-17;14,07986035;;;00:36:53;106;132;23,59;16;21;0;0;0;;;;;;;00:36:00
MTB;2023-11-17;3,117169922;;;00:27:28;;;;;;;;;;;;;;;00:27:00
Run;2023-11-18;3,824610107;;;00:20:51;133;146;32,11;1;16;5;0;0;;;;;;;00:20:00
MTB;2023-11-18;36,59441016;;;02:29:34;124;157;117,43;30;98;20;1;0;;;;;;;02:29:00
Bike;2023-11-18;17,41584961;;;00:40:18;115;143;27,14;11;29;1;0;0;;;;;;;00:40:00
MTB;2023-11-19;8,56269043;;;01:10:28;96;139;43,32;55;16;0;0;0;;;;;;;01:10:00
Bike;2023-11-19;44,65892188;196;808;02:10:59;128;173;214,02;35;62;4;10;20;56;24;13;5;6;27;02:10:00
Run;2023-11-19;3,244169922;;;00:21:22;117;146;26,17;8;13;1;0;0;;;;;;;00:21:00
Run;2023-11-20;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2023-11-20;16,96798047;;;00:37:21;;;;;;;;;;;;;;;00:37:00
MTB;2023-11-20;22,67423047;;;03:08:38;111;135;102,19;51;107;0;0;0;;;;;;;03:08:00
MTB;2023-11-20;24,44715039;;;01:59:34;108;138;74,55;56;64;0;0;0;;;;;;;01:59:00
Day Off;2023-11-21;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Run;2023-11-22;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2023-11-22;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2023-11-22;144,8377344;145;589;05:22:00;125;147;182,68;44;256;22;0;0;172;108;33;7;2;1;05:22:00
MTB;2023-11-23;77,17499219;;;04:30:48;131;176;248,09;30;195;7;4;34;;;;;;;04:30:00
Bike;2023-11-23;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Run;2023-11-24;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2023-11-24;14,10521973;;;00:37:05;126;153;30,76;9;22;7;0;0;;;;;;;00:37:00
MTB;2023-11-24;47,50051172;;;03:22:18;123;144;142,52;29;173;1;0;0;;;;;;;03:22:00
MTB;2023-11-25;59,75775;;;04:04:06;121;143;170,67;41;202;1;0;0;;;;;;;04:04:00
MTB;2023-11-26;42,19358984;;;02:52:33;128;158;133,59;15;144;13;1;0;;;;;;;02:52:00
XC-Ski;2023-11-27;10,94875;;;01:02:22;108;126;41,54;32;31;0;0;0;;;;;;;01:02:00
Bike;2023-11-28;23;198;446;00:38:25;122;138;32,7;4;34;0;0;0;6;20;12;0;0;0;00:38:00
Bike;2023-11-28;36,65117969;203;484;01:00:30;136;185;81,35;12;25;6;6;11;24;10;7;7;7;5;01:00:00
Run;2023-11-29;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2023-11-29;32,30673047;128;270;00:20:07;;;8,36;;;;;;13;6;0;0;0;;00:20:00
Run;2023-11-30;9,472969727;;;00:59:10;139;171;84,05;11;25;16;9;0;;;;;;;00:59:00
Run;2023-12-01;10,79294043;;;01:03:04;135;165;97,14;9;42;9;4;0;;;;;;;01:03:00
Run;2023-12-02;7,449740234;;;00:40:56;132;146;65,97;4;37;0;0;0;;;;;;;00:40:00
Custom;2023-12-02;0;;;00:07:60;;;;;;;;;;;;;;;00:07:00
Day Off;2023-12-03;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Run;2023-12-04;11,97928027;;;01:03:48;139;155;103,54;3;58;3;0;0;;;;;;;01:03:00
Run;2023-12-05;7,295700195;;;00:40:45;137;162;64,03;2;34;4;0;0;;;;;;;00:40:00
Bike;2023-12-06;28;178;752;00:52:45;131;154;40,74;4;47;0;0;0;10;35;6;1;1;;00:52:00
Other;2023-12-06;10,22091016;;;03:17:21;127;152;145;30;167;0;0;0;;;;;;;03:17:00
Bike;2023-12-07;55,635;169;374;02:26:09;123;145;124,18;44;97;0;0;0;54;22;66;5;0;;02:26:00
XC-Ski;2023-12-07;7,505109863;;;00:51:29;132;156;44,47;12;37;2;0;0;;;;;;;00:51:00
Bike;2023-12-08;32,988;208;364;00:56:53;132;149;58,55;5;52;0;0;0;8;17;20;11;0;;00:56:00
Other;2023-12-09;7,2395;;;01:41:08;126;154;74,68;19;80;2;0;0;;;;;;;01:41:00
Strength;2023-12-09;0;;;01:02:33;77;95;31,47;1;0;0;0;0;;;;;;;01:02:00
Bike;2023-12-10;0;143;264;00:10:42;;;5,64;;;;;;5;5;1;0;0;;00:10:00
Bike;2023-12-11;139,3444375;169;1171;04:10:15;126;164;216,39;69;166;11;2;0;108;50;44;29;19;;04:10:00
Run;2023-12-12;4,080300049;;;00:20:47;136;151;36,28;2;18;0;0;0;;;;;;;00:20:00
Bike;2023-12-12;144,7132344;193;715;04:30:10;134;169;311,78;51;171;40;10;0;93;48;41;44;43;;04:30:00
Strength;2023-12-12;0;;;00:28:09;124;148;15,53;8;3;0;0;0;;;;;;;00:28:00
Bike;2023-12-13;145,7844844;198;1106;04:44:12;137;178;434,5;55;169;18;24;19;106;40;43;34;61;;04:44:00
Strength;2023-12-13;1,302099976;;;00:28:29;108;142;19,24;21;6;0;0;0;;;;;;;00:28:00
Day Off;2023-12-14;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2023-12-14;25,97710938;140;1396;01:01:57;122;160;49,37;23;37;1;0;0;36;11;9;3;3;;01:01:00
Bike;2023-12-15;137,4843438;205;1346;04:49:06;142;183;423,03;26;180;60;22;6;89;45;54;50;51;;04:49:00
Strength;2023-12-15;0;;;00:45:58;83;90;22,22;0;0;0;0;0;;;;;;;00:45:00
Bike;2023-12-16;131,9959063;196;643;04:36:53;133;164;307,57;55;200;22;1;0;84;46;53;59;35;;04:36:00
Strength;2023-12-16;0;;;00:25:00;;;;;;;;;;;;;;;00:25:00
Bike;2023-12-17;183,3594531;192;1373;05:58:42;134;179;540,02;96;182;30;19;33;147;55;45;35;77;;05:58:00
Strength;2023-12-17;0;;;00:32:26;85;97;15,38;5;0;0;0;0;;;;;;;00:32:00
Day Off;2023-12-18;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2023-12-18;26,4962207;104;1280;01:10:28;111;156;35,09;57;11;0;0;0;60;8;1;1;1;;01:10:00
Bike;2023-12-19;136,0130781;214;1192;04:46:41;139;178;393,83;33;214;14;22;5;72;43;81;45;47;;04:46:00
Strength;2023-12-19;0;;;00:20:38;;;;;;;;;;;;;;;00:20:00
Bike;2023-12-20;201,6309844;203;1119;06:11:03;135;171;459,97;75;239;45;14;0;144;54;54;60;59;;06:11:00
Strength;2023-12-20;0;;;00:25:01;85;96;14,1;8;0;0;0;0;;;;;;;00:25:00
Strength;2023-12-21;0;;;00:33:38;96;129;20,6;20;2;0;0;0;;;;;;;00:33:00
Bike;2023-12-21;96,80457031;171;730;03:02:37;126;166;173,45;66;104;10;2;0;91;30;29;17;16;;03:02:00
Strength;2023-12-23;0;;;00:20:43;89;98;9,05;1;0;0;0;0;;;;;;;00:20:00
Bike;2023-12-23;67,268;194;512;02:00:42;127;146;116,21;20;97;0;0;0;24;29;51;15;2;;02:00:00
Bike;2023-12-24;67,982;188;454;02:02:38;126;146;108,29;26;96;0;0;0;29;39;44;10;1;;02:02:00
XC-Ski;2023-12-25;6,062709961;;;2005:00:00;;;;;;;;;;;;;;;2005:00:00
Strength;2023-12-25;0;;;00:31:43;;;;;;;;;;;;;;;00:31:00
MTB;2023-12-25;16,84296094;;;01:02:30;121;148;48;23;37;0;0;0;;;;;;;01:02:00
XC-Ski;2023-12-26;9,560099609;;;01:19:51;118;139;53,91;39;41;0;0;0;;;;;;;01:19:00
XC-Ski;2023-12-27;58,34873047;;;04:02:09;132;152;205,03;41;200;0;0;0;;;;;;;04:02:00
XC-Ski;2023-12-28;50,44748828;;;03:16:52;128;159;152,9;42;154;1;0;0;;;;;;;03:16:00
Bike;2023-12-28;33,386;221;366;01:03:44;134;145;71,69;4;59;0;0;0;6;7;39;11;0;;01:03:00
XC-Ski;2023-12-29;61,90132813;;;04:30:56;131;155;222,18;32;231;8;0;0;;;;;;;04:30:00
Bike;2023-12-29;33,388;231;373;01:01:55;140;154;75,57;3;58;1;0;0;6;5;28;22;1;;01:01:00
MTB;2023-12-30;12,92491016;;;01:01:36;119;152;43,51;26;34;1;0;0;;;;;;;01:01:00
Custom;2023-12-31;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
XC-Ski;2023-12-31;61,58517969;;;03:13:28;126;153;150,34;32;148;1;0;0;;;;;;;03:13:00
Strength;2023-12-31;0;;;00:50:17;80;87;20,89;;;;;;;;;;;;00:50:00
MTB;2024-01-01;55,87876953;;;02:51:58;126;154;137,85;49;118;1;0;0;;;;;;;02:51:00
MTB;2024-01-01;55,49119922;;;02:49:02;126;154;135,96;47;117;2;0;0;;;;;;;02:49:00
Bike;2024-01-02;63;;;02:00:00;;;;;;;;;;;;;;;02:00:00
MTB;2024-01-02;0;;;01:30:00;;;;;;;;;;;;;;;01:30:00
XC-Ski;2024-01-04;23,29917969;;;01:59:24;135;180;120,18;26;64;7;16;7;;;;;;;01:59:00
Other;2024-01-05;16,69964063;;;03:52:43;119;146;159,22;105;126;0;0;0;;;;;;;03:52:00
Other;2024-01-06;10,37805957;;;00:25:29;;;;;;;;;;;;;;;00:25:00
XC-Ski;2024-01-06;43,76817969;;;03:52:35;123;142;162,64;63;169;0;0;0;;;;;;;03:52:00
Other;2024-01-07;20,45491992;;;01:00:40;118;154;43,04;27;31;0;0;0;;;;;;;01:00:00
Other;2024-01-07;0;;;00:15:00;;;;;;;;;;;;;;;00:15:00
Other;2024-01-07;11,38137012;;;00:36:12;93;114;21,68;21;0;0;0;0;;;;;;;00:36:00
Day Off;2024-01-08;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
XC-Ski;2024-01-08;10,27696973;;;00:45:18;120;151;30,84;18;28;0;0;0;;;;;;;00:45:00
XC-Ski;2024-01-09;21,92735938;;;01:53:55;129;174;98,72;36;60;5;13;0;;;;;;;01:53:00
Strength;2024-01-09;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
XC-Ski;2024-01-10;22,39778906;;;01:47:43;133;164;79,63;26;36;22;6;0;;;;;;;01:47:00
Run;2024-01-10;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Other;2024-01-10;9,300290039;;;01:13:01;123;156;61,07;32;39;2;0;0;;;;;;;01:13:00
Other;2024-01-10;10,39161035;;;00:27:19;;;;;;;;;;;;;;;00:27:00
Other;2024-01-11;6,443649902;;;01:12:18;112;133;47,18;37;28;0;0;0;;;;;;;01:12:00
Other;2024-01-11;7,890540039;;;02:13:36;122;147;92,33;40;93;0;0;0;;;;;;;02:13:00
Run;2024-01-11;4,611399902;;;00:24:16;128;144;44,7;3;20;0;0;0;;;;;;;00:24:00
Day Off;2024-01-12;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Other;2024-01-12;1,408339966;;;00:04:08;;;;;;;;;;;;;;;00:04:00
Other;2024-01-12;18,09615039;;;01:18:09;;;;;;;;;;;;;;;01:18:00
Other;2024-01-13;7,023240234;;;02:39:12;124;161;122,54;34;102;5;0;0;;;;;;;02:39:00
Other;2024-01-13;4,60347998;;;00:38:25;111;140;25,89;30;7;0;0;0;;;;;;;00:38:00
Other;2024-01-14;12,47112988;;;03:09:04;130;173;162,18;37;129;12;5;0;;;;;;;03:09:00
Other;2024-01-14;5,56472998;;;01:14:40;116;150;52,32;39;33;0;0;0;;;;;;;01:14:00
Day Off;2024-01-15;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-01-15;18,17365039;;;01:03:24;120;149;48,1;26;36;0;0;0;;;;;;;01:03:00
Bike;2024-01-16;67,77114063;;;03:51:51;124;168;174,39;64;154;9;1;0;;;;;;;03:51:00
Strength;2024-01-17;0;;;00:30:00;;;;;;;;;;;;;;;00:30:00
Other;2024-01-17;0;;;00:15:00;;;;;;;;;;;;;;;00:15:00
Bike;2024-01-17;73,81249219;;;02:49:54;121;151;117,76;51;116;0;0;0;;;;;;;02:49:00
Strength;2024-01-18;0;;;00:15:11;;;;;;;;;;;;;;;00:15:00
Day Off;2024-01-18;72,20660156;;;04:25:24;125;150;198,31;79;185;0;0;0;;;;;;;04:25:00
Run;2024-01-18;4,976819824;;;00:27:19;;;42,24;;;;;;;;;;;;00:27:00
Strength;2024-01-19;0;;;00:15:00;;;;;;;;;;;;;;;00:15:00
Bike;2024-01-19;54,31223828;;;03:28:39;124;161;163,6;70;124;11;0;0;;;;;;;03:28:00
Bike;2024-01-20;64,9505;;;03:23:09;132;174;215,1;67;77;7;47;6;;;;;;;03:23:00
MTB;2024-01-20;3,075530029;;;00:23:36;129;152;19,88;6;18;0;0;0;;;;;;;00:23:00
MTB;2024-01-21;28,21194922;;;01:47:33;125;153;86,5;27;72;2;0;0;;;;;;;01:47:00
Other;2024-01-22;7,210899902;;;02:32:03;;;;;;;;;;;;;;;02:32:00
Bike;2024-01-23;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
XC-Ski;2024-01-24;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-01-24;0;;;01:00:00;;;;;;;;;;;;;;;01:00:00
Bike;2024-01-24;58,567;181;541;01:59:41;119;140;93,19;34;81;0;0;0;18;73;25;3;1;;01:59:00
Bike;2024-01-25;14,6;172;320;00:32:13;;;28,96;;;;;;9;11;9;4;0;;00:32:00
Bike;2024-01-26;50,86319141;139;691;00:45:13;;;27,58;;;;;;19;25;1;0;1;;00:45:00
XC-Ski;2024-01-27;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-01-27;0;;;01:00:00;;;;;;;;;;;;;;;01:00:00
MTB;2024-01-27;0,018057001;107;758;01:29:38;109;148;65,32;31;39;0;0;0;52;12;15;8;3;;01:29:00
Day Off;2024-01-28;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-01-29;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Run;2024-01-29;3,902320068;;;00:24:00;;;35,71;;;;;;;;;;;;00:24:00
MTB;2024-01-29;55,12591016;162;1132;03:41:44;127;169;285,01;74;125;15;6;0;99;51;37;18;17;;03:41:00
Bike;2024-01-30;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-01-30;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-01-30;26,30399023;168;1043;01:27:48;122;171;119,98;29;34;2;14;0;37;17;12;5;17;;01:27:00
MTB;2024-01-30;17,20881055;125;587;00:53:08;113;149;14,33;28;19;0;0;0;40;8;3;1;1;;00:53:00
Bike;2024-01-31;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-01-31;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-01-31;38,55162109;168;650;02:22:12;124;171;206,83;58;45;6;28;0;66;21;14;7;34;;02:22:00
MTB;2024-01-31;33,15867188;169;854;02:21:50;130;157;143,7;32;106;3;0;0;54;21;30;23;14;;02:21:00
Day Off;2024-02-01;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Run;2024-02-01;4,031469971;;;00:23:45;;;27,53;;;;;;;;;;;;00:23:00
MTB;2024-02-01;5,407379883;163;813;00:30:06;;;26,6;;;;;;13;5;5;3;4;;00:30:00
Bike;2024-02-02;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-02-02;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-02-02;56,40087109;143;1189;04:02:16;118;162;280,56;86;119;10;1;0;122;51;41;16;12;;04:02:00
Run;2024-02-02;5,137129883;;;00:28:27;;;39,86;;;;;;;;;;;;00:28:00
Bike;2024-02-03;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-02-03;0;;;00:18:00;;;;;;;;;;;;;;;00:18:00
MTB;2024-02-03;43,86412109;162;839;03:01:33;126;175;249,69;60;103;5;11;1;81;35;31;13;21;;03:01:00
Run;2024-02-03;6,688149902;;;00:37:36;120;143;1,92;14;23;0;0;0;;;;;;;00:37:00
Bike;2024-02-04;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Run;2024-02-04;3,963780029;;;00:25:53;110;130;24,47;18;7;0;0;0;;;;;;;00:25:00
MTB;2024-02-04;64,52398828;163;903;04:03:15;122;171;287,68;84;110;8;26;0;111;53;30;13;36;;04:03:00
Day Off;2024-02-05;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-02-06;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-02-06;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Custom;2024-02-06;0;;;00:12:00;;;;;;;;;;;;;;;00:12:00
MTB;2024-02-06;26,55264063;145;763;01:47:35;115;173;124,47;35;43;1;9;0;55;29;14;2;7;;01:47:00
Run;2024-02-06;12,13541992;;;01:13:23;137;171;112,96;24;15;12;19;0;;;;;;;01:13:00
MTB;2024-02-06;16,30778027;153;1014;01:07:60;120;148;61,49;24;39;0;0;0;31;9;15;9;4;;01:07:00
Bike;2024-02-07;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Run;2024-02-07;3,394560059;;;00:25:05;107;137;26,57;15;8;0;0;0;;;;;;;00:25:00
MTB;2024-02-07;80,3539375;144;661;05:14:34;112;143;228,12;127;145;0;0;0;132;89;68;18;7;;05:14:00
Bike;2024-02-08;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-02-08;147,7095625;196;800;06:30:03;129;156;431,6;74;305;3;0;0;107;58;97;84;44;;06:30:00
Day Off;2024-02-09;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-02-10;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-02-10;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-02-10;53,48232031;165;1313;04:00:58;119;161;304,57;87;114;8;0;0;101;46;36;22;15;;04:00:00
Bike;2024-02-11;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Custom;2024-02-11;0;;;00:10:00;;;;;;;;;;;;;;;00:10:00
Run;2024-02-11;4,673850098;;;00:29:14;121;143;38,61;11;18;0;0;0;;;;;;;00:29:00
MTB;2024-02-11;38,72171875;166;1109;02:46:09;119;173;276,74;80;60;5;12;1;77;34;26;8;20;;02:46:00
Bike;2024-02-12;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-02-12;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-02-12;48,11632031;198;931;03:07:56;130;176;351,87;55;80;12;30;5;76;26;26;14;47;;03:07:00
Strength;2024-02-12;1,871880005;;;01:00:11;106;147;38,78;32;12;0;0;0;;;;;;;01:00:00
Day Off;2024-02-13;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-02-13;2,83098999;90;843;00:20:21;;;13,41;;;;;;14;2;2;1;1;;00:20:00
Strength;2024-02-14;0;;;00:15:00;;;;;;;;;;;;;;;00:15:00
MTB;2024-02-14;59,64405859;171;1491;04:00:48;125;168;373,65;73;149;10;5;0;106;36;41;33;23;;04:00:00
Bike;2024-02-15;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-02-15;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
Custom;2024-02-15;0;;;00:10:60;;;;;;;;;;;;;;;00:10:00
MTB;2024-02-15;48,65476172;182;754;02:59:27;122;170;242,66;59;102;2;4;0;66;20;26;32;36;;02:59:00
Bike;2024-02-16;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-02-16;25,87005078;152;867;01:46:38;110;139;89,16;51;42;0;0;0;46;20;27;9;5;;01:46:00
Bike;2024-02-17;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-02-17;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-02-17;25,59900977;181;1245;01:37:58;125;176;197,25;35;43;6;8;3;44;13;17;11;13;;01:37:00
Run;2024-02-17;5,242910156;;;00:34:54;122;145;43,46;10;22;0;0;0;;;;;;;00:34:00
MTB;2024-02-17;20,77424023;218;786;00:47:05;130;155;62,62;9;35;2;0;0;14;3;6;11;14;;00:47:00
Bike;2024-02-18;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-02-18;36,67483984;174;1337;02:37:28;118;153;157,12;47;99;0;0;0;52;26;44;24;11;;02:37:00
Run;2024-02-18;2,847840088;;;00:16:34;126;142;23,31;2;14;0;0;0;;;;;;;00:16:00
MTB;2024-02-20;22,89248047;186;1134;01:34:05;131;180;150,8;24;52;5;6;4;46;10;8;9;21;;01:34:00
Strength;2024-02-21;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-02-21;13,25907031;225;1002;00:29:32;137;170;52,89;4;21;3;2;0;9;4;6;3;7;;00:29:00
MTB;2024-02-21;27,14332031;302;1415;01:25:41;166;183;247,07;0;5;13;49;20;27;4;4;5;45;;01:25:00
MTB;2024-02-21;6,656549805;105;370;00:23:10;121;142;9,64;8;15;0;0;0;18;3;1;0;0;;00:23:00
Run;2024-02-22;1,687050049;;;00:11:21;112;131;11,4;7;3;0;0;0;;;;;;;00:11:00
MTB;2024-02-22;13,45192969;157;1260;01:02:28;117;147;57,08;23;36;0;0;0;31;11;7;6;8;;01:02:00
Strength;2024-02-23;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-02-23;13,15730957;;;00:57:08;126;164;46,45;16;35;4;2;0;;;;;;;00:57:00
MTB;2024-02-23;7,45572998;;;00:44:45;117;141;30,93;18;25;0;0;0;;;;;;;00:44:00
Strength;2024-02-24;0;;;00:15:00;;;;;;;;;;;;;;;00:15:00
MTB;2024-02-24;11,7019502;228;1381;00:27:22;136;170;62,13;6;16;4;2;0;11;3;2;2;9;;00:27:00
MTB;2024-02-24;7,806299805;134;348;00:23:31;117;139;13,57;10;13;0;0;0;13;6;4;0;0;;00:23:00
MTB;2024-02-24;26,27811914;292;1329;01:25:26;164;179;222,19;0;5;18;56;9;27;3;4;5;46;;01:25:00
Strength;2024-02-25;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-02-25;7,264339844;125;965;00:12:41;120;139;7,84;5;8;0;0;0;8;2;2;1;1;;00:12:00
MTB;2024-02-25;12,96466016;218;737;00:34:02;133;171;64,09;9;18;6;1;0;13;1;2;4;14;;00:34:00
MTB;2024-02-25;28,92965039;300;1394;01:26:26;160;179;219,63;0;10;34;42;5;26;4;4;5;47;;01:26:00
MTB;2024-02-26;37,74158984;150;685;01:38:45;107;134;63,05;72;18;0;0;0;45;33;15;4;1;;01:38:00
Bike;2024-02-27;18,50914063;200;734;00:43:37;129;164;60,56;11;28;3;0;0;16;6;7;6;9;;00:43:00
Bike;2024-02-28;26,59676953;169;880;01:09:59;126;162;153,96;25;35;8;1;0;45;9;4;2;9;;01:09:00
Bike;2024-02-29;39,07560938;175;660;01:31:04;122;165;113,8;32;49;4;4;0;37;20;13;10;10;;01:31:00
Bike;2024-02-29;13,15509961;175;766;00:30:36;126;142;28,37;8;23;0;0;0;11;6;6;6;2;;00:30:00
Run;2024-02-29;4,751830078;;;00:26:35;139;149;38,97;0;26;0;0;0;;;;;;;00:26:00
Day Off;2024-03-01;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-01;0;;;00:40:00;;;;;;;;;;;;;;;00:40:00
Bike;2024-03-02;61,91757813;197;827;02:24:18;131;174;238,47;42;69;5;24;4;57;27;15;8;37;;02:24:00
Strength;2024-03-02;0;;;00:15:00;;;;;;;;;;;;;;;00:15:00
Run;2024-03-02;4,087689941;;;00:20:26;143;166;40,41;0;16;4;0;0;;;;;;;00:20:00
Bike;2024-03-03;57,389;176;394;02:06:51;119;137;98,57;41;81;0;0;0;24;66;34;2;0;;02:06:00
MTB;2024-03-03;13,55358008;;;00:58:50;124;169;45,9;10;40;2;1;0;;;;;;;00:58:00
Bike;2024-03-04;35,61796094;172;630;01:32:22;125;171;153,62;40;35;6;11;0;45;15;9;6;18;;01:32:00
MTB;2024-03-04;21,05657031;144;484;01:25:45;117;142;64;38;44;0;0;0;40;19;17;7;2;;01:25:00
Bike;2024-03-05;100,769;152;432;03:02:44;110;127;98;160;17;0;0;0;84;92;5;1;0;;03:02:00
Day Off;2024-03-06;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Bike;2024-03-06;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-06;18,83946094;152;961;01:03:02;114;144;48,85;33;26;0;0;0;29;17;7;4;6;;01:03:00
Bike;2024-03-07;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-07;36,46826953;176;702;02:01:09;116;139;116,14;43;69;0;0;0;42;23;30;18;9;;02:01:00
Bike;2024-03-08;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-03-08;0;;;00:19:60;;;;;;;;;;;;;;;00:19:00
MTB;2024-03-08;25,18928906;184;1199;01:34:53;132;173;114,73;16;72;3;3;1;44;11;11;8;21;;01:34:00
Bike;2024-03-09;4,46927002;232;567;00:23:40;133;160;33,93;3;18;2;0;0;5;3;5;5;6;;00:23:00
MTB;2024-03-09;6,847040039;109;374;00:27:01;;;12,13;;;;;;19;4;2;1;0;;00:27:00
MTB;2024-03-09;30,86228906;292;1356;01:44:39;161;177;263,05;1;9;39;48;15;38;4;4;5;54;;01:44:00
Bike;2024-03-10;71,04667969;231;484;02:20:14;131;153;193,1;19;113;3;0;0;25;11;33;45;26;;02:20:00
Bike;2024-03-11;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
Strength;2024-03-11;0;;;00:30:00;;;;;;;;;;;;;;;00:30:00
MTB;2024-03-11;19,47433008;164;631;01:40:49;117;139;91,01;38;60;0;0;0;41;16;21;15;8;;01:40:00
Run;2024-03-11;7,712350098;;;00:41:05;137;155;64,07;2;38;0;0;0;;;;;;;00:41:00
MTB;2024-03-12;27,67178906;174;990;01:33:13;120;166;128,49;30;49;5;3;0;37;13;23;11;9;;01:33:00
MTB;2024-03-12;41,74571875;199;1591;01:28:56;128;161;150,46;21;60;7;1;0;34;20;20;6;8;;01:28:00
Custom;2024-03-13;0;;;00:10:00;;;;;;;;;;;;;;;00:10:00
MTB;2024-03-13;92,40571875;188;745;04:46:59;125;150;319,58;80;199;0;0;0;96;36;56;55;43;;04:46:00
Day Off;2024-03-14;0;;;00:00:00;;;;;;;;;;;;;;;00:00:00
MTB;2024-03-14;7,466569824;156;1077;00:39:13;;;33,48;;;;;;20;3;5;4;6;;00:39:00
MTB;2024-03-15;42,60041016;213;853;01:46:40;125;148;147,52;27;72;0;0;0;27;12;17;31;20;;01:46:00
MTB;2024-03-15;58,672;189;952;02:09:57;123;170;174,49;39;75;5;6;0;46;25;29;18;12;;02:09:00
MTB;2024-03-16;58,01696094;;;04:31:50;116;137;181,48;102;152;0;0;0;;;;;;;04:31:00
